ano,id_municipio,area,desmatado,incremento,floresta,nuvem,nao_observado,nao_floresta,hidrografia
2012,1200427,3246,490.2,4.9,2703.4,0,51.7,0.7,0
2013,1200427,3246,494.5,4.3,2705.8,0.5,44.5,0.7,0
2014,1200427,3246,495.7,1.2,2698.1,1.3,50.2,0.7,0
2015,1200427,3246,498.3,2.6,2698.6,48.4,0,0.7,0
2016,1200427,3246,504,5.7,2409.5,291.7,40.1,0.7,0
2017,1200427,3246,509.9,5.9,2731.5,3.9,0,0.7,0
2018,1200427,3246,521,10.9,2723.7,0.6,0,0.7,0
2019,1200427,3246,535.2,14.2,2706.1,4,0,0.7,0
2020,1200427,3246,553,17.8,2664.6,27.7,0,0.7,0
2000,1200435,6350,37.6,,6248.5,0,28.9,0.1,34.9
2001,1200435,6350,39.8,2.2,6246.3,0,28.9,0.1,34.9
2002,1200435,6350,44.1,4.3,6242,0,28.9,0.1,34.9
2003,1200435,6350,54.4,10.3,6231.7,0,28.9,0.1,34.9
2004,1200435,6350,56.2,1.8,6229.9,0,28.9,0.1,34.9
2005,1200435,6350,62.3,6.1,6223.8,0,28.9,0.1,34.9
2006,1200435,6350,64.2,1.9,6221.9,0,28.9,0.1,34.9
2007,1200435,6350,68,3.8,6214.2,0,32.8,0.1,34.9
2008,1200435,6350,70.2,2.2,6206.8,0,38,0.1,34.9
2009,1200435,6350,72,1.8,6082,127.1,33.9,0.1,34.9
2010,1200435,6350,75.2,3.2,6203.5,5.7,30.6,0.1,34.9
2011,1200435,6350,78.3,3.1,6179.6,26.8,30.3,0.1,34.9
2012,1200435,6350,81.1,2.8,6209.8,0,24.1,0.1,34.9
2013,1200435,6350,82.5,1.4,4819.7,1398,14.8,0.1,34.9
2014,1200435,6350,86.5,4,6181.6,20.7,26.2,0.1,34.9
2015,1200435,6350,88.8,2.3,6225.4,0.8,0,0.1,34.9
2016,1200435,6350,91,2.2,6212.4,0,11.6,0.1,34.9
2017,1200435,6350,93.8,2.8,6221.2,0,0,0.1,34.9
2018,1200435,6350,97.2,3.4,2049.5,4168.3,0,0.1,34.9
2019,1200435,6350,104.5,7.3,6210.5,0,0,0.1,34.9
2020,1200435,6350,109.8,5.3,6205.2,0,0,0.1,34.9
2000,1200450,2384,1352.3,,1031.7,0,0,0,0
2001,1200450,2384,1423.3,71,960.7,0,0,0,0
2002,1200450,2384,1502.4,79.1,881.6,0,0,0,0
2003,1200450,2384,1545.9,43.5,838.1,0,0,0,0
2004,1200450,2384,1586.4,40.5,797.6,0,0,0,0
2005,1200450,2384,1637.9,51.5,746.1,0,0,0,0
2006,1200450,2384,1655.3,17.4,722.3,6.4,0,0,0
2007,1200450,2384,1664.1,8.8,668.5,51.4,0,0,0
2008,1200450,2384,1669.1,5,714.9,0,0,0,0
2009,1200450,2384,1676.8,7.7,707.2,0,0,0,0
2010,1200450,2384,1680.7,4,694.1,9.2,0,0,0
2011,1200450,2384,1687.8,7.1,692.3,3.9,0,0,0
2012,1200450,2384,1690.2,2.4,693.8,0,0,0,0
2013,1200450,2384,1694.7,4.4,687.9,1.4,0,0,0
2014,1200450,2384,1697.8,3.2,686.1,0.1,0,0,0
2015,1200450,2384,1702.8,5,681.2,0,0,0,0
2016,1200450,2384,1712.1,9.2,671.6,0.3,0,0,0
2017,1200450,2384,1716.3,4.2,667.7,0,0,0,0
2018,1200450,2384,1726.6,9.1,657.4,0,0,0,0
2019,1200450,2384,1733.4,6.8,650.6,0,0,0,0
2020,1200450,2384,1741.5,8,642.5,0,0,0,0
2000,1200500,24599,1075,,23505.2,0,15.8,2.4,0.6
2001,1200500,24599,1117.2,42.2,23463,0,15.8,2.4,0.6
2002,1200500,24599,1187,69.8,23393.2,0,15.8,2.4,0.6
2003,1200500,24599,1344.7,157.6,23235.5,0,15.8,2.4,0.6
2004,1200500,24599,1411.8,67.1,23168.4,0,15.8,2.4,0.6
2005,1200500,24599,1496,84.2,23084.2,0,15.8,2.4,0.6
2006,1200500,24599,1525.3,29.3,23053.3,1.6,15.8,2.4,0.6
2007,1200500,24599,1547.2,21.9,23029.5,0,19.3,2.4,0.6
2008,1200500,24599,1583.7,36.4,22990.6,0,21.7,2.4,0.6
2009,1200500,24599,1604.9,21.2,22408.4,563.5,19.2,2.4,0.6
2010,1200500,24599,1642.8,38,22143.6,791.7,17.9,2.4,0.6
2011,1200500,24599,1683.7,40.8,22867,27.5,17.8,2.4,0.6
2012,1200500,24599,1722.9,39.2,22859.9,0,13.2,2.4,0.6
2013,1200500,24599,1755.5,32.6,19951.5,2878.4,10.6,2.4,0.6
2014,1200500,24599,1810,54.5,22662.3,109,14.7,2.4,0.6
2015,1200500,24599,1853.2,43.3,22742.4,0.4,0,2.4,0.6
2016,1200500,24599,1911.1,57.9,22675.9,0,9,2.4,0.6
2017,1200500,24599,1948.9,37.7,22327.6,319.5,0,2.4,0.6
2018,1200500,24599,2002.3,54.8,3581.7,19012,0,2.4,0.6
2019,1200500,24599,2085.5,83.1,22510.5,0,0,2.4,0.6
2020,1200500,24599,2163,77.5,22432.5,0.5,0,2.4,0.6
2000,1200609,21156,1115.1,,20024.3,0,1.9,1.1,13.6
2001,1200609,21156,1145.2,30.1,19994.2,0,1.9,1.1,13.6
2002,1200609,21156,1202.4,57.2,19937,0,1.9,1.1,13.6
2003,1200609,21156,1264,61.5,19875.4,0,1.9,1.1,13.6
2004,1200609,21156,1286.5,22.5,19852.9,0,1.9,1.1,13.6
2005,1200609,21156,1316,29.5,19823.4,0,1.9,1.1,13.6
2006,1200609,21156,1339.4,23.3,19799.7,0.3,1.9,1.1,13.6
2007,1200609,21156,1356.1,16.7,19783,0,2.2,1.1,13.6
2008,1200609,21156,1394.3,38.2,19330.8,414,2.2,1.1,13.6
2009,1200609,21156,1410.3,16,18822.7,906.1,2.2,1.1,13.6
2010,1200609,21156,1436.3,25.9,19703,0,2,1.1,13.6
2011,1200609,21156,1456.5,20.3,18694.2,988.5,2.1,1.1,13.6
2012,1200609,21156,1486.5,29.9,19633.3,19.7,1.8,1.1,13.6
2013,1200609,21156,1500.8,14.3,19458.7,179.5,2.3,1.1,13.6
2014,1200609,21156,1532.9,32.1,19337.4,269.1,1.9,1.1,13.6
2015,1200609,21156,1536.9,4,19111.1,493.3,0,1.1,13.6
2016,1200609,21156,1550.9,14,19387,203.4,0,1.1,13.6
2017,1200609,21156,1564.1,13.3,19577.2,0,0,1.1,13.6
2018,1200609,21156,1616.1,48.4,19524.7,0.4,0,1.2,13.6
2019,1200609,21156,1686.8,70.6,19454.4,0,0,1.2,13.6
2020,1200609,21156,1733,46.3,19408.2,0,0,1.2,13.6
2000,1200708,5511,986.9,,4523.3,0,0.8,0,0
2001,1200708,5511,1024.1,37.2,4486.1,0,0.8,0,0
2002,1200708,5511,1066.9,42.8,4443.3,0,0.8,0,0
2003,1200708,5511,1100.4,33.5,4409.8,0,0.8,0,0
2004,1200708,5511,1180.8,80.3,4329.4,0,0.8,0,0
2005,1200708,5511,1221,40.2,4289.2,0,0.8,0,0
2006,1200708,5511,1231.3,10.3,4278.9,0,0.8,0,0
2007,1200708,5511,1233.5,2.3,4277.1,0,0.4,0,0
2008,1200708,5511,1257.3,23.8,4253.2,0,0.5,0,0
2009,1200708,5511,1264.7,7.4,4245.2,0.7,0.4,0,0
2010,1200708,5511,1270.5,5.8,4239.7,0,0.8,0,0
2011,1200708,5511,1285.8,15.4,4224.3,0,0.9,0,0
2012,1200708,5511,1304.7,18.8,4200.5,4.9,0.9,0,0
2013,1200708,5511,1315.8,11.1,4189.1,0,6.1,0,0
2014,1200708,5511,1334.8,19,4175.2,0,1,0,0
2015,1200708,5511,1353.1,18.3,4157.9,0,0,0,0
2016,1200708,5511,1387.1,34,4114.8,0,9.1,0,0
2017,1200708,5511,1405.9,18.8,4105.1,0,0,0,0
2018,1200708,5511,1435.8,26.4,3907.7,167.5,0,0,0
2019,1200708,5511,1498.1,62.3,4012.9,0,0,0,0
2020,1200708,5511,1535.5,37.4,3975.4,0.1,0,0,0
2000,1200807,2703,877.7,,1822.5,0,2.8,0,0
2001,1200807,2703,925.8,48.1,1774.4,0,2.8,0,0
2002,1200807,2703,1002.2,76.4,1698,0,2.8,0,0
2003,1200807,2703,1086,83.7,1614.2,0,2.8,0,0
2004,1200807,2703,1147.5,61.6,1552.7,0,2.8,0,0
2005,1200807,2703,1191.3,43.8,1508.9,0,2.8,0,0
2006,1200807,2703,1213.5,22.2,1226.5,260.2,2.8,0,0
2007,1200807,2703,1223,9.5,1469.5,7.7,2.8,0,0
2008,1200807,2703,1231.5,8.4,1468.4,0.3,2.8,0,0
2009,1200807,2703,1237.9,6.4,1462.3,0,2.8,0,0
2010,1200807,2703,1250.1,12.2,1450.1,0,2.8,0,0
2011,1200807,2703,1267.3,17.2,1432.9,0,2.8,0,0
2012,1200807,2703,1280.8,13.5,1419.3,0,2.9,0,0
2013,1200807,2703,1284.5,3.7,1416.1,0,2.4,0,0
2014,1200807,2703,1300.4,15.9,1390.5,9.4,2.7,0,0
2015,1200807,2703,1308.7,8.3,1349,45.3,0,0,0
2016,1200807,2703,1324.7,16,1378.3,0,0,0,0
2017,1200807,2703,1336.9,12.2,1366.1,0,0,0,0
2018,1200807,2703,1348.4,14.1,1354.6,0,0,0,0
2019,1200807,2703,1372,23.6,1331,0,0,0,0
2020,1200807,2703,1396.1,24.1,1306.9,0,0,0,0
2000,1300029,6027,258.3,,5603.1,0,0,38,127.6
2001,1300029,6027,263.2,4.9,5598.2,0,0,38,127.6
2002,1300029,6027,279.7,16.5,5581.7,0,0,38,127.6
2003,1300029,6027,289.3,9.6,5572.1,0,0,38,127.6
2004,1300029,6027,290.8,1.5,5570.6,0,0,38,127.6
2005,1300029,6027,295.4,4.6,5566,0,0,38,127.6
2006,1300029,6027,298.3,2.9,5031.6,531.5,0,38,127.6
2007,1300029,6027,300.4,2.1,4774.7,784.5,1.8,38,127.6
2008,1300029,6027,310.9,10.5,5162.6,386.5,1.4,38,127.6
2009,1300029,6027,312.9,2,5467.5,79.5,1.5,38,127.6
2010,1300029,6027,319.7,6.8,5540.2,1.2,0.3,38,127.6
2011,1300029,6027,322.1,2.4,5501,37.9,0.4,38,127.6
2012,1300029,6027,322.5,0.4,4057.4,1480.9,0.6,38,127.6
2013,1300029,6027,323.3,0.8,2901.7,2635.9,0.5,38,127.6
2014,1300029,6027,329.5,6.2,5443.4,88.5,0,38,127.6
2015,1300029,6027,330.1,0.6,5415.1,116.2,0,38,127.6
2016,1300029,6027,334.2,4.1,2794.1,2733.1,0,38,127.6
2017,1300029,6027,338.5,4.3,5438.8,84.1,0,38,127.6
2018,1300029,6027,344.3,5.8,5155.4,361.7,0,38,127.6
2019,1300029,6027,347.2,2.9,5463.3,50.9,0,38,127.6
2020,1300029,6027,352.7,5.5,5502.5,6.2,0,38,127.6
2000,1300060,4903,105.4,,4361.6,0,0,222.4,213.6
2001,1300060,4903,108.3,3,4358.7,0,0,222.4,213.6
2002,1300060,4903,108.3,0,4358.7,0,0,222.4,213.6
2003,1300060,4903,109.4,1.1,4357.6,0,0,222.4,213.6
2004,1300060,4903,110.3,0.8,4356.6,0.1,0,222.4,213.6
2005,1300060,4903,110.3,0,4031.1,325.6,0,222.4,213.6
2006,1300060,4903,110.4,0.1,4088,268.6,0,222.4,213.6
2007,1300060,4903,110.5,0.1,4131.7,224.5,0.3,222.4,213.6
2008,1300060,4903,110.6,0.1,3490.5,865,0.9,222.4,213.6
2009,1300060,4903,111.6,0.9,4339.7,15.4,0.3,222.4,213.6
2010,1300060,4903,112.5,1,4201.6,152.6,0.3,222.4,213.6
2011,1300060,4903,114,1.4,4307.7,45.2,0.1,222.4,213.6
2012,1300060,4903,114.1,0.1,4113,239.8,0.1,222.4,213.6
2013,1300060,4903,114.7,0.5,1313.8,3038.2,0.3,222.4,213.6
2014,1300060,4903,115.2,0.5,3646.5,705.3,0,222.4,213.6
2015,1300060,4903,115.8,0.6,2993.1,1358.1,0,222.4,213.6
2016,1300060,4903,116,0.2,4351,0,0,222.4,213.6
2017,1300060,4903,116.7,0.6,4350.2,0.1,0,222.4,213.6
2018,1300060,4903,117.1,0.4,1919.7,2430.1,0,222.5,213.6
2019,1300060,4903,117.1,0,3313.5,1036.3,0,222.5,213.6
2020,1300060,4903,117.2,0.2,4332,17.7,0,222.5,213.6
2000,1300086,2473,177,,2042.4,0,0,34.6,219
2001,1300086,2473,188.2,11.3,2031.2,0,0,34.6,219
2002,1300086,2473,189.6,1.3,2029.8,0,0,34.6,219
2003,1300086,2473,191.4,1.9,2028,0,0,34.6,219
2004,1300086,2473,191.7,0.3,2027.7,0,0,34.6,219
2005,1300086,2473,192.2,0.5,2025.1,2.1,0,34.6,219
2006,1300086,2473,192.3,0.1,2001.3,25.8,0,34.6,219
2007,1300086,2473,192.8,0.5,1941.3,84.9,0.4,34.6,219
2008,1300086,2473,192.9,0.1,1966.4,59.7,0.4,34.6,219
2009,1300086,2473,194.1,1.2,1980.2,44.6,0.5,34.6,219
2010,1300086,2473,196.7,2.6,695.2,1327.2,0.3,34.6,219
2011,1300086,2473,197.5,0.8,1932,89.8,0.1,34.6,219
2012,1300086,2473,198.4,0.9,1934,86.9,0.1,34.6,219
2013,1300086,2473,199.2,0.8,1285.9,734.2,0.1,34.6,219
2014,1300086,2473,199.8,0.6,1998.4,21.2,0,34.6,219
2015,1300086,2473,200.7,1,1764.7,254,0,34.6,219
2016,1300086,2473,200.7,0,2016.9,1.8,0,34.6,219
2017,1300086,2473,201.7,1,2017,0.7,0,34.6,219
2018,1300086,2473,201.9,0.3,1905.6,111.9,0,34.6,219
2019,1300086,2473,202.3,0.4,1999.9,17.2,0,34.6,219
2020,1300086,2473,203,0.7,2014,2.4,0,34.6,219
2000,1300102,5852,69.5,,4706.9,0,0.3,640.6,434.7
2001,1300102,5852,70.7,1.2,4705.7,0,0.3,640.6,434.7
2002,1300102,5852,72.1,1.4,4704.3,0,0.3,640.6,434.7
2003,1300102,5852,74,2,4702.4,0,0.3,640.6,434.7
2004,1300102,5852,75.1,1.1,4701.3,0,0.3,640.6,434.7
2005,1300102,5852,77.1,2,4698.8,0.5,0.3,640.6,434.7
2006,1300102,5852,77.7,0.6,4696.2,2.5,0.3,640.6,434.7
2007,1300102,5852,77.7,0,4469.5,228.9,0.6,640.6,434.7
2008,1300102,5852,78.6,0.9,4143.9,553.6,0.6,640.6,434.7
2009,1300102,5852,79.2,0.6,4215,481.8,0.7,640.6,434.7
2010,1300102,5852,79.6,0.5,3350,1346.5,0.6,640.6,434.7
2011,1300102,5852,80.2,0.6,4344.2,351.9,0.4,640.6,434.7
2012,1300102,5852,80.8,0.6,3828.2,867.3,0.4,640.6,434.7
2013,1300102,5852,81.6,0.8,4204.2,490.5,0.4,640.6,434.7
2014,1300102,5852,82.2,0.7,4547.8,146.4,0.3,640.6,434.7
2015,1300102,5852,82.8,0.6,4190.2,503.7,0,640.6,434.7
2016,1300102,5852,83.1,0.4,4674.1,19.5,0,640.6,434.7
2017,1300102,5852,83.4,0.2,4692.9,0.4,0,640.6,434.7
2018,1300102,5852,83.5,0.1,4434.1,259.1,0,640.6,434.7
2019,1300102,5852,83.5,0,4692.9,0.3,0,640.6,434.7
2020,1300102,5852,83.8,0.3,4649,43.9,0,640.6,434.7
2000,1300144,54490,955.9,,52689.7,0,15.2,625,204.2
2001,1300144,54490,1013,57.2,52632.6,0,15.2,625,204.2
2002,1300144,54490,1046,32.9,52599.6,0,15.2,625,204.2
2003,1300144,54490,1097.6,51.6,52548,0,15.2,625,204.2
2004,1300144,54490,1230,132.4,52415.6,0,15.2,625,204.2
2005,1300144,54490,1375.9,145.9,52052.8,216.9,15.2,625,204.2
2006,1300144,54490,1456.3,80.4,51008.5,1180.8,15.2,625,204.2
2007,1300144,54490,1550.3,94,51780.9,314.5,15.1,625,204.2
2008,1300144,54490,1621,70.7,51759.8,264.8,15.2,625,204.2
2009,1300144,54490,1685.1,64.2,51960.5,0,15.2,625,204.2
2010,1300144,54490,1731,45.9,51158.4,754.4,17,625,204.2
2011,1300144,54490,1780.2,49.2,51864.4,0,16.2,625,204.2
2012,1300144,54490,1855,74.8,51789.5,0,16.3,625,204.2
2013,1300144,54490,1941.1,86.1,51659.9,43.5,16.3,625,204.2
2014,1300144,54490,2021.1,80.1,51566.7,57.8,15.2,625,204.2
2015,1300144,54490,2128.3,107.2,51532.5,0,0,625,204.2
2016,1300144,54490,2290.1,161.8,51370.7,0,0,625,204.2
2017,1300144,54490,2460.2,170,51200.6,0,0,625,204.2
2018,1300144,54490,2621.9,161.7,51038.9,0,0,625,204.2
2019,1300144,54490,2910.6,288.7,50750.2,0,0,625,204.2
2020,1300144,54490,3170.7,260.1,50490.1,0,0,625,204.2
2000,1300201,80005,196.1,,79082.5,0,314,16.5,395.9
2001,1300201,80005,197.8,1.7,79080.8,0,314,16.5,395.9
2002,1300201,80005,217.7,19.9,79060.9,0,314,16.5,395.9
2003,1300201,80005,224.6,6.9,79054,0,314,16.5,395.9
2004,1300201,80005,227.4,2.8,79039.5,11.7,314,16.5,395.9
2005,1300201,80005,230.4,3,79011.7,36.5,314,16.5,395.9
2006,1300201,80005,230.6,0.2,78292.1,755.9,314,16.5,395.9
2007,1300201,80005,232.1,1.5,76444.2,2583.2,333.1,16.5,395.9
2008,1300201,80005,233.4,1.2,77330.4,1700.6,328.2,16.5,395.9
2009,1300201,80005,234.8,1.5,70706.4,8318.1,333.3,16.5,395.9
2010,1300201,80005,237.3,2.5,76000.6,3036.9,317.8,16.5,395.9
2011,1300201,80005,239,1.7,77557.8,1479.4,316.4,16.5,395.9
2012,1300201,80005,240.6,1.6,77959.3,1104.2,288.5,16.5,395.9
2013,1300201,80005,241.6,1.1,72469.7,6627.2,254.1,16.5,395.9
2014,1300201,80005,242.4,0.7,58186.2,20875.1,288.9,16.5,395.9
2015,1300201,80005,242.4,0.1,74613.8,4736.4,0,16.5,395.9
2016,1300201,80005,243.5,1,67549.3,11552.1,247.7,16.5,395.9
2017,1300201,80005,244.8,1.3,79265.5,82.3,0,16.5,395.9
2018,1300201,80005,245.5,0.7,71430.4,7916.7,0,16.5,395.9
2019,1300201,80005,248.2,2.7,79222.9,121.5,0,16.5,395.9
2020,1300201,80005,249.3,1,79148.8,194.5,0,16.5,395.9
2000,1300300,7636,980.6,,5175.1,0,0.1,464.3,1015.9
2001,1300300,7636,1009.6,29,5146.1,0,0.1,464.3,1015.9
2002,1300300,7636,1053.3,43.8,5102.4,0,0.1,464.3,1015.9
2003,1300300,7636,1074.4,21,5081.3,0,0.1,464.3,1015.9
2004,1300300,7636,1099.4,25,5056.3,0,0.1,464.3,1015.9
2005,1300300,7636,1128.5,29.1,5027.1,0.1,0.1,464.3,1015.9
2006,1300300,7636,1144.7,16.2,4996.7,14.3,0.1,464.3,1015.9
2007,1300300,7636,1162.7,18,3404.4,1585.1,3.6,464.3,1015.9
2008,1300300,7636,1203.5,40.9,4936.6,12.7,3,464.3,1015.9
2009,1300300,7636,1213.5,9.9,4799.9,139.2,3.2,464.3,1015.9
2010,1300300,7636,1219.2,5.7,855.4,4080.1,1.1,464.3,1015.9
2011,1300300,7636,1242.8,23.7,4679.3,232.6,1.1,464.3,1015.9
2012,1300300,7636,1257.2,14.3,4811,86.7,0.9,464.3,1015.9
2013,1300300,7636,1266.3,9.1,2745,2143,1.5,464.3,1015.9
2014,1300300,7636,1280.8,14.5,3943.2,931.7,0.1,464.3,1015.9
2015,1300300,7636,1304,23.2,4836.4,15.4,0,464.3,1015.9
2016,1300300,7636,1310.3,6.3,80.9,4764.6,0,464.3,1015.9
2017,1300300,7636,1330.5,20.2,4811.8,13.5,0,464.3,1015.9
2018,1300300,7636,1344.6,14.1,4786.5,24.7,0,464.3,1015.9
2019,1300300,7636,1379.5,35,4776.3,0,0,464.3,1015.9
2020,1300300,7636,1402.5,23,4753.3,0,0,464.3,1015.9
2000,1300409,124163,146.1,,102387.7,13.6,55.6,17060.1,4499.9
2001,1300409,124163,178.1,32,102159.8,209.5,55.6,17060.1,4499.9
2002,1300409,124163,180.3,2.2,102205.1,162,55.6,17060.1,4499.9
2003,1300409,124163,187.8,7.5,102110.8,248.8,55.6,17060.1,4499.9
2004,1300409,124163,192.5,4.7,102167.9,187,55.6,17060.1,4499.9
2005,1300409,124163,193.5,1,100294.3,2059.6,55.6,17060.1,4499.9
2006,1300409,124163,194.3,0.7,91348.3,11004.8,55.6,17060.1,4499.9
2007,1300409,124163,195.5,1.2,89627.4,12701.5,78.6,17060.1,4499.9
2008,1300409,124163,197,1.5,89363.7,12959.5,82.8,17060.1,4499.9
2009,1300409,124163,197.5,0.5,95068.6,7258.5,78.4,17060.1,4499.9
2010,1300409,124163,200.9,3.5,59858,42490.6,53.5,17060.1,4499.9
2011,1300409,124163,202.5,1.6,93370.8,8978.9,50.8,17060.1,4499.9
2012,1300409,124163,203.8,1.3,96953.2,5401.8,44.2,17060.1,4499.9
2013,1300409,124163,204.7,0.9,66972.5,35375.9,49.9,17060.1,4499.9
2014,1300409,124163,206.6,1.9,95768.2,6582.9,45.3,17060.1,4499.9
2015,1300409,124163,206.9,0.3,94926.4,7469.7,0,17060.1,4499.9
2016,1300409,124163,207.9,1,80658.9,21703.8,32.4,17060.1,4499.9
2017,1300409,124163,209.1,1.1,96343,6050.9,0,17060.1,4499.9
2018,1300409,124163,210.3,1.2,77743.9,24648.8,0,17060.1,4499.9
2019,1300409,124163,221.8,11.6,94982.2,7399,0,17060.1,4499.9
2020,1300409,124163,223.1,1.3,100667.7,1712.2,0,17060.1,4499.9
2000,1300508,5760,699.1,,3696.2,0,0,408.6,956.1
2001,1300508,5760,717.5,18.3,3677.8,0,0,408.6,956.1
2002,1300508,5760,718.5,1.1,3676.8,0,0,408.6,956.1
2003,1300508,5760,735.5,17,3659.8,0,0,408.6,956.1
2004,1300508,5760,739.2,3.7,3656.1,0,0,408.6,956.1
2005,1300508,5760,745,5.8,3650.3,0,0,408.6,956.1
2006,1300508,5760,749.5,4.4,3645.8,0,0,408.6,956.1
2007,1300508,5760,754.1,4.6,3451.7,187.3,2.2,408.6,956.1
2008,1300508,5760,762,7.9,3444.4,186.7,2.2,408.6,956.1
2009,1300508,5760,764.6,2.7,2608.1,1019.2,3.4,408.6,956.1
2010,1300508,5760,778.5,13.9,3615.2,0.9,0.7,408.6,956.1
2011,1300508,5760,783.5,5,3475.3,135.6,0.9,408.6,956.1
2012,1300508,5760,786.3,2.8,3537.6,70.7,0.7,408.6,956.1
2013,1300508,5760,789.3,3,2283.9,1321.1,1,408.6,956.1
2014,1300508,5760,795.5,6.2,2750.7,849,0.1,408.6,956.1
2015,1300508,5760,801.2,5.7,3592.4,1.7,0,408.6,956.1
2016,1300508,5760,803,1.8,3588.7,3.6,0,408.6,956.1
2017,1300508,5760,806.5,3.5,3571.9,16.9,0,408.6,956.1
2018,1300508,5760,808.1,1.6,2429.7,1157.5,0,408.6,956.1
2019,1300508,5760,811.8,3.8,3561.2,22.3,0,408.6,956.1
2020,1300508,5760,813.3,1.5,3582,0,0,408.6,956.1
2000,1300607,9146,175.8,,8748.8,0,16.6,0,204.8
2001,1300607,9146,176.8,0.9,8747.8,0,16.6,0,204.8
2002,1300607,9146,178,1.2,8746.6,0,16.6,0,204.8
2003,1300607,9146,181.7,3.8,8742.9,0,16.6,0,204.8
2004,1300607,9146,182,0.3,8742.3,0.3,16.6,0,204.8
2005,1300607,9146,182.5,0.5,8741.5,0.6,16.6,0,204.8
2006,1300607,9146,182.8,0.4,8492.8,249,16.6,0,204.8
2007,1300607,9146,185.5,2.6,8738.4,0,17.3,0,204.8
2008,1300607,9146,186,0.6,7719.4,1018.4,17.4,0,204.8
2009,1300607,9146,186.8,0.8,8236.7,500.5,17.2,0,204.8
2010,1300607,9146,187.3,0.6,8723.1,14.1,16.7,0,204.8
2011,1300607,9146,188.5,1.1,8694.3,41.7,16.7,0,204.8
2012,1300607,9146,188.7,0.3,5528.4,3208.3,15.8,0,204.8
2013,1300607,9146,190.2,1.5,7516.1,1219.2,15.7,0,204.8
2014,1300607,9146,190.7,0.5,6475.9,2258.9,15.7,0,204.8
2015,1300607,9146,191.8,1.1,8310.5,438.9,0,0,204.8
2016,1300607,9146,192.1,0.4,4355.5,4378.8,14.8,0,204.8
2017,1300607,9146,192.6,0.4,7621.7,1126.9,0,0,204.8
2018,1300607,9146,192.7,0.1,8008.1,740.4,0,0,204.8
2019,1300607,9146,193.6,0.9,8743.7,3.9,0,0,204.8
2020,1300607,9146,193.7,0.1,8747.1,0.4,0,0,204.8
2000,1300631,17411,181.6,,15768.3,0,2.2,886.1,572.8
2001,1300631,17411,189.4,7.8,15760.5,0,2.2,886.1,572.8
2002,1300631,17411,191.7,2.3,15758.2,0,2.2,886.1,572.8
2003,1300631,17411,197.3,5.6,15752.6,0,2.2,886.1,572.8
2004,1300631,17411,199.4,2.1,15750.5,0,2.2,886.1,572.8
2005,1300631,17411,200.1,0.7,15749.8,0,2.2,886.1,572.8
2006,1300631,17411,200.6,0.4,15748.8,0.5,2.2,886.1,572.8
2007,1300631,17411,201.1,0.5,15660.8,87.6,2.6,886.1,572.8
2008,1300631,17411,203.4,2.4,15690.4,55.6,2.7,886.1,572.8
2009,1300631,17411,205.6,2.2,12831,2912.4,3.1,886.1,572.8
2010,1300631,17411,210,4.4,15705.7,33.9,2.5,886.1,572.8
2011,1300631,17411,212.2,2.2,14394.4,1342.9,2.6,886.1,572.8
2012,1300631,17411,213.1,0.9,13656.1,2080.4,2.5,886.1,572.8
2013,1300631,17411,215.5,2.4,15572.8,161,2.8,886.1,572.8
2014,1300631,17411,218,2.5,12911.7,2820.2,2.2,886.1,572.8
2015,1300631,17411,220.5,2.5,15152.4,579.2,0,886.1,572.8
2016,1300631,17411,222.6,2.1,15729.5,0,0,886.1,572.8
2017,1300631,17411,224.2,1.7,15710.3,17.6,0,886.1,572.8
2018,1300631,17411,226.3,2.1,15693.3,32.5,0,886.1,572.8
2019,1300631,17411,229.1,2.8,15663.3,59.7,0,886.1,572.8
2020,1300631,17411,232.4,3.3,15505.4,214.3,0,886.1,572.8
2000,1300680,2588,182.8,,1146.7,0,0,852.8,405.7
2001,1300680,2588,190.5,7.7,1139,0,0,852.8,405.7
2002,1300680,2588,190.5,0,1139,0,0,852.8,405.7
2003,1300680,2588,196.4,5.9,1133.1,0,0,852.8,405.7
2004,1300680,2588,196.7,0.3,1132.8,0,0,852.8,405.7
2005,1300680,2588,198,1.3,1131.5,0,0,852.8,405.7
2006,1300680,2588,199,1,1130.5,0,0,852.8,405.7
2007,1300680,2588,200.4,1.3,1127.4,0.7,1,852.8,405.7
2008,1300680,2588,200.7,0.3,1116.9,10.8,1.1,852.8,405.7
2009,1300680,2588,200.8,0.1,539.4,587.8,1.5,852.8,405.7
2010,1300680,2588,203.5,2.7,1125.4,0.3,0.3,852.8,405.7
2011,1300680,2588,204.9,1.4,1069.9,54.3,0.4,852.8,405.7
2012,1300680,2588,205.3,0.3,844.5,279.2,0.5,852.8,405.7
2013,1300680,2588,206,0.7,778.9,344.2,0.4,852.8,405.7
2014,1300680,2588,207.7,1.8,934.3,187.5,0,852.8,405.7
2015,1300680,2588,208.3,0.5,1121,0.2,0,852.8,405.7
2016,1300680,2588,208.7,0.5,1105.5,15.3,0,852.8,405.7
2017,1300680,2588,209.7,0.9,1119.8,0,0,852.8,405.7
2018,1300680,2588,210.2,0.6,986.6,132.7,0,852.8,405.7
2019,1300680,2588,211.4,1.1,1117.6,0.5,0,852.8,405.7
2020,1300680,2588,212,0.6,1117.5,0,0,852.8,405.7
2000,1300706,22595,1209.8,,21200.9,0,1.9,58.4,124
