ano,id_municipio,area,desmatado,incremento,floresta,nuvem,nao_observado,nao_floresta,hidrografia
2000,1705607,2519,0,,0,0,2520.4,2519.6,0
2001,1705607,2519,0,0,0,0,2520.4,2519.6,0
2002,1705607,2519,0,0,0,0,2520.4,2519.6,0
2003,1705607,2519,0,0,0,0,2520.4,2519.6,0
2004,1705607,2519,0,0,0,0,2520.4,2519.6,0
2005,1705607,2519,0,0,0,0,2520.4,2519.6,0
2006,1705607,2519,0,0,0,0,2520.4,2519.6,0
2007,1705607,2519,0,0,0,0,2520.9,2519.6,0
2008,1705607,2519,0,0,0,0,2520.9,2519.6,0
2009,1705607,2519,0,0,0,0,0,2519.6,0
2010,1705607,2519,0,0,0,0,0,2519.6,0
2011,1705607,2519,0,0,0,0,0,2519.6,0
2012,1705607,2519,0,0,0,0,0,2519.6,0
2013,1705607,2519,0,0,0,0,0,2519.6,0
2014,1705607,2519,0,0,0,0,0,2519.6,0
2015,1705607,2519,0,0,0,0,0,2519.6,0
2016,1705607,2519,0,0,0,0,0,2519.6,0
2017,1705607,2519,0,0,0,0,0,2519.6,0
2018,1705607,2519,0,0,0,0,0,2519.6,0
2019,1705607,2519,0,0,0,0,0,2519.6,0
2020,1705607,2519,0,0,0,0,0,2519.6,0
2000,1706001,1591,200.3,,121.1,0,0,1230.2,39.4
2001,1706001,1591,207.8,7.5,113.6,0,0,1230.2,39.4
2002,1706001,1591,212.8,5,108.6,0,0,1230.2,39.4
2003,1706001,1591,219.7,6.8,101.7,0,0,1230.2,39.4
2004,1706001,1591,222.5,2.8,98.9,0,0,1230.2,39.4
2005,1706001,1591,226.6,4.1,94.8,0,0,1230.2,39.4
2006,1706001,1591,227,0.3,94.4,0,0,1230.2,39.4
2007,1706001,1591,227.2,0.2,94.2,0,0,1230.2,39.4
2008,1706001,1591,230.5,3.3,90.9,0,0,1230.2,39.4
2009,1706001,1591,230.8,0.3,90.6,0,0,1230.2,39.4
2010,1706001,1591,232.2,1.3,89.2,0,0,1230.2,39.4
2011,1706001,1591,232.3,0.2,89.1,0,0,1230.2,39.4
2012,1706001,1591,232.9,0.6,88.5,0,0,1230.2,39.4
2013,1706001,1591,233.1,0.2,88.3,0,0,1230.2,39.4
2014,1706001,1591,233.4,0.2,88,0,0,1230.2,39.4
2015,1706001,1591,233.6,0.2,87.8,0,0,1230.2,39.4
2016,1706001,1591,234,0.4,87.4,0,0,1230.2,39.4
2017,1706001,1591,234.1,0.1,87.3,0,0,1230.2,39.4
2018,1706001,1591,235.1,1,83.7,2.6,0,1230.2,39.4
2019,1706001,1591,235.3,0.1,86.1,0,0,1230.2,39.4
2020,1706001,1591,235.3,0,86.1,0,0,1230.2,39.4
2000,1706100,1854,0,,0,0,97.5,1852.9,0
2001,1706100,1854,0,0,0,0,97.5,1852.9,0
2002,1706100,1854,0,0,0,0,97.5,1852.9,0
2003,1706100,1854,0,0,0,0,97.5,1852.9,0
2004,1706100,1854,0,0,0,0,97.5,1852.9,0
2005,1706100,1854,0,0,0,0,97.5,1852.9,0
2006,1706100,1854,0,0,0,0,97.5,1852.9,0
2007,1706100,1854,0,0,0,0,97,1852.9,0
2008,1706100,1854,0,0,0,0,97.9,1852.9,0
2009,1706100,1854,0,0,0,0,1.7,1852.9,0
2010,1706100,1854,0,0,0,0,1.7,1852.9,0
2011,1706100,1854,0,0,0,0,1.7,1852.9,0
2012,1706100,1854,0,0,0,0,1.7,1852.9,0
2013,1706100,1854,0,0,0,0,1.7,1852.9,0
2014,1706100,1854,0,0,0,0,1.7,1852.9,0
2015,1706100,1854,0,0,1.1,0,0,1852.9,0
2016,1706100,1854,0,0,1.1,0,0,1852.9,0
2017,1706100,1854,0,0,1.1,0,0,1852.9,0
2018,1706100,1854,0,0,1.1,0,0,1852.9,0
2019,1706100,1854,0,0,1.1,0,0,1852.9,0
2020,1706100,1854,0,0,1.1,0,0,1852.9,0
2000,1706258,990,0,,0,0,720.4,990.5,0
2001,1706258,990,0,0,0,0,720.4,990.5,0
2002,1706258,990,0,0,0,0,720.4,990.5,0
2003,1706258,990,0,0,0,0,720.4,990.5,0
2004,1706258,990,0,0,0,0,720.4,990.5,0
2005,1706258,990,0,0,0,0,720.4,990.5,0
2006,1706258,990,0,0,0,0,720.4,990.5,0
2007,1706258,990,0,0,0,0,719.2,990.5,0
2008,1706258,990,0,0,0,0,718.4,990.5,0
2009,1706258,990,0,0,0,0,0,990.5,0
2010,1706258,990,0,0,0,0,0,990.5,0
2011,1706258,990,0,0,0,0,0,990.5,0
2012,1706258,990,0,0,0,0,0,990.5,0
2013,1706258,990,0,0,0,0,0,990.5,0
2014,1706258,990,0,0,0,0,0,990.5,0
2015,1706258,990,0,0,0,0,0,990.5,0
2016,1706258,990,0,0,0,0,0,990.5,0
2017,1706258,990,0,0,0,0,0,990.5,0
2018,1706258,990,0,0,0,0,0,990.5,0
2019,1706258,990,0,0,0,0,0,990.5,0
2020,1706258,990,0,0,0,0,0,990.5,0
2000,1706506,1649,95.6,,38.9,0,0,1509.6,4.9
2001,1706506,1649,96,0.4,38.5,0,0,1509.6,4.9
2002,1706506,1649,98.2,2.2,36.3,0,0,1509.6,4.9
2003,1706506,1649,102.7,4.5,31.8,0,0,1509.6,4.9
2004,1706506,1649,103.5,0.8,31,0,0,1509.6,4.9
2005,1706506,1649,106.6,3.1,27.9,0,0,1509.6,4.9
2006,1706506,1649,107.4,0.8,27.1,0,0,1509.6,4.9
2007,1706506,1649,107.4,0,27.1,0,0,1509.6,4.9
2008,1706506,1649,108,0.6,26.5,0,0,1509.6,4.9
2009,1706506,1649,108.3,0.3,26.2,0,0,1509.6,4.9
2010,1706506,1649,108.3,0,26.2,0,0,1509.6,4.9
2011,1706506,1649,108.3,0.1,26.2,0,0,1509.6,4.9
2012,1706506,1649,108.3,0,26.2,0,0,1509.6,4.9
2013,1706506,1649,108.4,0.1,26.1,0,0,1509.6,4.9
2014,1706506,1649,108.4,0,26.1,0,0,1509.6,4.9
2015,1706506,1649,108.4,0,26.1,0,0,1509.6,4.9
2016,1706506,1649,108.4,0,26.1,0,0,1509.6,4.9
2017,1706506,1649,108.4,0,26.1,0,0,1509.6,4.9
2018,1706506,1649,108.4,0,26.1,0,0,1509.6,4.9
2019,1706506,1649,108.5,0.1,26,0,0,1509.6,4.9
2020,1706506,1649,108.5,0,26,0,0,1509.6,4.9
2000,1707009,3240,0,,0,0,3240,3235.3,0
2001,1707009,3240,0,0,0,0,3240,3235.3,0
2002,1707009,3240,0,0,0,0,3240,3235.3,0
2003,1707009,3240,0,0,0,0,3240,3235.3,0
2004,1707009,3240,0,0,0,0,3240,3235.3,0
2005,1707009,3240,0,0,0,0,3240,3235.3,0
2006,1707009,3240,0,0,0,0,3240,3235.3,0
2007,1707009,3240,0,0,0,0,3239.9,3235.3,0
2008,1707009,3240,0,0,0,0,3239.9,3235.3,0
2009,1707009,3240,0,0,1,0,3.7,3235.3,0
2010,1707009,3240,0,0,0,0,4.8,3235.3,0
2011,1707009,3240,0,0,1.9,0,2.8,3235.3,0
2012,1707009,3240,0,0,0.5,0,4.2,3235.3,0
2013,1707009,3240,0,0,0,0,4.8,3235.3,0
2014,1707009,3240,0,0,0.7,0,4,3235.3,0
2015,1707009,3240,0,0,4.7,0,0,3235.3,0
2016,1707009,3240,0,0,0,0,7.4,3235.3,0
2017,1707009,3240,0,0,4.7,0,0,3235.3,0
2018,1707009,3240,0,0,4.7,0,0,3235.3,0
2019,1707009,3240,0,0,4.7,0,0,3235.3,0
2020,1707009,3240,0,0,4.7,0,0,3235.3,0
2000,1707108,2355,12.8,,62.9,0,0.1,2279.2,0
2001,1707108,2355,17.2,4.4,58.5,0,0.1,2279.2,0
2002,1707108,2355,17.2,0,58.5,0,0.1,2279.2,0
2003,1707108,2355,17.2,0,58.5,0,0.1,2279.2,0
2004,1707108,2355,17.4,0.2,58.3,0,0.1,2279.2,0
2005,1707108,2355,18.4,0.9,57.3,0,0.1,2279.2,0
2006,1707108,2355,18.4,0,57.3,0,0.1,2279.2,0
2007,1707108,2355,18.4,0,57.3,0,0.1,2279.2,0
2008,1707108,2355,18.4,0,57.3,0,0.1,2279.2,0
2009,1707108,2355,18.4,0,57.3,0,0.1,2279.2,0
2010,1707108,2355,18.4,0,57.3,0,0.1,2279.2,0
2011,1707108,2355,18.4,0,57.3,0,0.1,2279.2,0
2012,1707108,2355,18.4,0,57.3,0,0.1,2279.2,0
2013,1707108,2355,18.4,0,57.3,0,0.1,2279.2,0
2014,1707108,2355,18.4,0,57.3,0,0.1,2279.2,0
2015,1707108,2355,18.4,0,57.4,0,0,2279.2,0
2016,1707108,2355,18.4,0,57.4,0,0,2279.2,0
2017,1707108,2355,18.5,0.1,57.3,0,0,2279.2,0
2018,1707108,2355,18.5,0,57.3,0,0,2279.2,0
2019,1707108,2355,18.5,0,57.3,0,0,2279.2,0
2020,1707108,2355,18.5,0,57.3,0,0,2279.2,0
2000,1707207,3772,56.9,,85.2,0,1.9,3628,0
2001,1707207,3772,58.8,1.9,83.3,0,1.9,3628,0
2002,1707207,3772,58.9,0.1,83.2,0,1.9,3628,0
2003,1707207,3772,59,0.2,83.1,0,1.9,3628,0
2004,1707207,3772,60,0.9,82.1,0,1.9,3628,0
2005,1707207,3772,61.4,1.4,80.7,0,1.9,3628,0
2006,1707207,3772,61.4,0,80.7,0,1.9,3628,0
2007,1707207,3772,61.9,0.5,80.2,0,1.9,3628,0
2008,1707207,3772,64.5,2.6,77.6,0,1.9,3628,0
2009,1707207,3772,64.5,0,77.6,0,1.9,3628,0
2010,1707207,3772,64.9,0.4,77.3,0,1.8,3628,0
2011,1707207,3772,65,0.1,77.2,0,1.8,3628,0
2012,1707207,3772,65.2,0.2,76.9,0,1.9,3628,0
2013,1707207,3772,65.4,0.2,76.8,0,1.8,3628,0
2014,1707207,3772,65.4,0,76.7,0,1.9,3628,0
2015,1707207,3772,65.4,0,78.6,0,0,3628,0
2016,1707207,3772,68.1,2.7,75.9,0,0,3628,0
2017,1707207,3772,68.1,0,75.9,0,0,3628,0
2018,1707207,3772,68.5,0.4,75.5,0,0,3628,0
2019,1707207,3772,68.5,0,75.5,0,0,3628,0
2020,1707207,3772,68.5,0,75.5,0,0,3628,0
2000,1707306,3435,29.6,,0,0,1158,3150.7,3.9
2001,1707306,3435,31.1,1.5,0,0,1158,3150.7,3.9
2002,1707306,3435,31.1,0,0,0,1158,3150.7,3.9
2003,1707306,3435,31.1,0.1,0,0,1158,3150.7,3.9
2004,1707306,3435,31.3,0.2,0,0,1158,3150.7,3.9
2005,1707306,3435,34.2,2.9,0,0,1158,3150.7,3.9
2006,1707306,3435,34.3,0.1,0,0,1158,3150.7,3.9
2007,1707306,3435,34.4,0.1,0,0,1153.8,3150.7,3.9
2008,1707306,3435,34.4,0.1,0,0,1151.7,3150.7,3.9
2009,1707306,3435,34.4,0,246,0,0,3150.7,3.9
2010,1707306,3435,34.6,0.1,245.8,0,0,3150.7,3.9
2011,1707306,3435,34.6,0,245.8,0,0,3150.7,3.9
2012,1707306,3435,34.6,0,245.8,0,0,3150.7,3.9
2013,1707306,3435,34.6,0.1,245.8,0,0,3150.7,3.9
2014,1707306,3435,34.6,0,245.8,0,0,3150.7,3.9
2015,1707306,3435,35.3,0.6,245.1,0,0,3150.7,3.9
2016,1707306,3435,43.3,8,237.1,0,0,3150.7,3.9
2017,1707306,3435,45.3,2,235.1,0,0,3150.7,3.9
2018,1707306,3435,46.8,1.6,233.6,0,0,3150.7,3.9
2019,1707306,3435,46.8,0,233.6,0,0,3150.7,3.9
2020,1707306,3435,47.2,0.4,233.2,0,0,3150.7,3.9
2000,1707405,505,196.9,,31.2,0,0,227.5,49.4
2001,1707405,505,209.1,12.2,19,0,0,227.5,49.4
2002,1707405,505,209.4,0.4,18.7,0,0,227.5,49.4
2003,1707405,505,211,1.5,17.1,0,0,227.5,49.4
2004,1707405,505,211.8,0.8,16.3,0,0,227.5,49.4
2005,1707405,505,213.4,1.6,14.7,0,0,227.5,49.4
2006,1707405,505,213.6,0.2,14.5,0,0,227.5,49.4
2007,1707405,505,214.2,0.6,13.9,0,0,227.5,49.4
2008,1707405,505,215.2,1.1,12.9,0,0,227.5,49.4
2009,1707405,505,216.5,1.3,11.6,0,0,227.5,49.4
2010,1707405,505,217.3,0.8,10.7,0,0.1,227.5,49.4
2011,1707405,505,217.4,0.1,10.6,0,0.1,227.5,49.4
2012,1707405,505,217.7,0.3,10.4,0,0,227.5,49.4
2013,1707405,505,218,0.3,10,0,0.1,227.5,49.4
2014,1707405,505,218,0,10.1,0,0,227.5,49.4
2015,1707405,505,218,0,10.1,0,0,227.5,49.4
2016,1707405,505,218.4,0.5,9.7,0,0,227.5,49.4
2017,1707405,505,218.4,0,9.7,0,0,227.5,49.4
2018,1707405,505,218.6,0.2,9.5,0,0,227.5,49.4
2019,1707405,505,219.2,0.6,8.9,0,0,227.5,49.4
2020,1707405,505,220,0.8,8.1,0,0,227.5,49.4
2000,1707553,385,0,,0,0,282.7,385,0
2001,1707553,385,0,0,0,0,282.7,385,0
2002,1707553,385,0,0,0,0,282.7,385,0
2003,1707553,385,0,0,0,0,282.7,385,0
2004,1707553,385,0,0,0,0,282.7,385,0
2005,1707553,385,0,0,0,0,282.7,385,0
2006,1707553,385,0,0,0,0,282.7,385,0
2007,1707553,385,0,0,0,0,282.9,385,0
2008,1707553,385,0,0,0,0,284.3,385,0
2009,1707553,385,0,0,0,0,0,385,0
2010,1707553,385,0,0,0,0,0,385,0
2011,1707553,385,0,0,0,0,0,385,0
2012,1707553,385,0,0,0,0,0,385,0
2013,1707553,385,0,0,0,0,0,385,0
2014,1707553,385,0,0,0,0,0,385,0
2015,1707553,385,0,0,0,0,0,385,0
2016,1707553,385,0,0,0,0,0,385,0
2017,1707553,385,0,0,0,0,0,385,0
2018,1707553,385,0,0,0,0,0,385,0
2019,1707553,385,0,0,0,0,0,385,0
2020,1707553,385,0,0,0,0,0,385,0
2000,1707652,1935,0,,0,0,1624,1935.3,0
2001,1707652,1935,0,0,0,0,1624,1935.3,0
2002,1707652,1935,0,0,0,0,1624,1935.3,0
2003,1707652,1935,0,0,0,0,1624,1935.3,0
2004,1707652,1935,0,0,0,0,1624,1935.3,0
2005,1707652,1935,0,0,0,0,1624,1935.3,0
2006,1707652,1935,0,0,0,0,1624,1935.3,0
2007,1707652,1935,0,0,0,0,1621.5,1935.3,0
2008,1707652,1935,0,0,0,0,1620.3,1935.3,0
2009,1707652,1935,0,0,0,0,0,1935.3,0
2010,1707652,1935,0,0,0,0,0,1935.3,0
2011,1707652,1935,0,0,0,0,0,1935.3,0
2012,1707652,1935,0,0,0,0,0,1935.3,0
2013,1707652,1935,0,0,0,0,0,1935.3,0
2014,1707652,1935,0,0,0,0,0,1935.3,0
2015,1707652,1935,0,0,0,0,0,1935.3,0
2016,1707652,1935,0,0,0,0,0,1935.3,0
2017,1707652,1935,0,0,0,0,0,1935.3,0
2018,1707652,1935,0,0,0,0,0,1935.3,0
2019,1707652,1935,0,0,0,0,0,1935.3,0
2020,1707652,1935,0,0,0,0,0,1935.3,0
2000,1707702,1998,0,,0,0,0,1975.5,23.5
2001,1707702,1998,0,0,0,0,0,1975.5,23.5
2002,1707702,1998,0,0,0,0,0,1975.5,23.5
2003,1707702,1998,0,0,0,0,0,1975.5,23.5
2004,1707702,1998,0,0,0,0,0,1975.5,23.5
2005,1707702,1998,0,0,0,0,0,1975.5,23.5
2006,1707702,1998,0,0,0,0,0,1975.5,23.5
2007,1707702,1998,0,0,0,0,0,1975.5,23.5
2008,1707702,1998,0,0,0,0,0,1975.5,23.5
2009,1707702,1998,0,0,0,0,0,1975.5,23.5
2010,1707702,1998,0,0,0,0,0,1975.5,23.5
2011,1707702,1998,0,0,0,0,0,1975.5,23.5
2012,1707702,1998,0,0,0,0,0,1975.5,23.5
2013,1707702,1998,0,0,0,0,0,1975.5,23.5
2014,1707702,1998,0,0,0,0,0,1975.5,23.5
2015,1707702,1998,0,0,0,0,0,1975.5,23.5
2016,1707702,1998,0,0,0,0,0,1975.5,23.5
2017,1707702,1998,0,0,0,0,0,1975.5,23.5
2018,1707702,1998,0,0,0,0,0,1975.5,23.5
2019,1707702,1998,0,0,0,0,0,1975.5,23.5
2020,1707702,1998,0,0,0,0,0,1975.5,23.5
2000,1708205,13453,158.4,,497.5,0,371.7,12257.6,167.8
2001,1708205,13453,166.4,8.1,489.5,0,371.7,12257.6,167.8
2002,1708205,13453,167.7,1.3,488.2,0,371.7,12257.6,167.8
2003,1708205,13453,171.2,3.5,484.7,0,371.7,12257.6,167.8
2004,1708205,13453,173,1.8,482.9,0,371.7,12257.6,167.8
2005,1708205,13453,178.9,6,477,0,371.7,12257.6,167.8
2006,1708205,13453,180.7,1.8,475.2,0,371.7,12257.6,167.8
2007,1708205,13453,181.6,0.9,478.9,0,367.1,12257.6,167.8
2008,1708205,13453,183.8,2.2,478,0,365.8,12257.6,167.8
2009,1708205,13453,185.5,1.7,839.2,0,2.9,12257.6,167.8
2010,1708205,13453,186.8,1.3,836.7,0,4.1,12257.6,167.8
2011,1708205,13453,188,1.2,835.3,0,4.3,12257.6,167.8
2012,1708205,13453,195.8,7.7,826.7,0,5.1,12257.6,167.8
2013,1708205,13453,199.2,3.5,824.9,0,3.5,12257.6,167.8
2014,1708205,13453,200.2,1,821.7,0,5.7,12257.6,167.8
2015,1708205,13453,200.6,0.4,827,0,0,12257.6,167.8
2016,1708205,13453,201.1,0.4,820.9,0,5.6,12257.6,167.8
2017,1708205,13453,203.1,2.1,824.5,0,0,12257.6,167.8
2018,1708205,13453,205.4,2.3,822.2,0,0,12257.6,167.8
2019,1708205,13453,207.4,1.9,820.2,0,0,12257.6,167.8
2020,1708205,13453,209.2,1.9,818.4,0,0,12257.6,167.8
2000,1708254,624,402.4,,2,0,0,219.6,0
2001,1708254,624,402.4,0,2,0,0,219.6,0
2002,1708254,624,402.4,0,2,0,0,219.6,0
2003,1708254,624,402.6,0.2,1.8,0,0,219.6,0
2004,1708254,624,402.6,0,1.8,0,0,219.6,0
2005,1708254,624,402.6,0,1.8,0,0,219.6,0
2006,1708254,624,402.6,0,1.8,0,0,219.6,0
2007,1708254,624,402.6,0,1.8,0,0,219.6,0
2008,1708254,624,402.6,0,1.8,0,0,219.6,0
2009,1708254,624,402.6,0,1.8,0,0,219.6,0
2010,1708254,624,402.6,0,1.8,0,0,219.6,0
2011,1708254,624,402.6,0,1.8,0,0,219.6,0
2012,1708254,624,402.6,0,1.8,0,0,219.6,0
2013,1708254,624,402.6,0,1.8,0,0,219.6,0
2014,1708254,624,402.6,0,1.8,0,0,219.6,0
2015,1708254,624,402.6,0,1.8,0,0,219.6,0
2016,1708254,624,402.6,0,1.8,0,0,219.6,0
2017,1708254,624,402.6,0,1.8,0,0,219.6,0
2018,1708254,624,402.6,0,1.8,0,0,219.6,0
2019,1708254,624,402.6,0,1.8,0,0,219.6,0
2020,1708254,624,402.6,0,1.8,0,0,219.6,0
2000,1708304,1805,91.4,,63,0,0.1,1650.5,0
2001,1708304,1805,94.8,3.4,59.6,0,0.1,1650.5,0
2002,1708304,1805,95.9,1.1,58.5,0,0.1,1650.5,0
2003,1708304,1805,97.3,1.4,57.1,0,0.1,1650.5,0
2004,1708304,1805,98.2,0.9,56.2,0,0.1,1650.5,0
2005,1708304,1805,99.3,1.2,55.1,0,0.1,1650.5,0
2006,1708304,1805,99.4,0.1,55,0,0.1,1650.5,0
2007,1708304,1805,99.4,0,55,0,0.1,1650.5,0
2008,1708304,1805,99.8,0.4,54.6,0,0.1,1650.5,0
2009,1708304,1805,100.2,0.3,54.2,0,0.1,1650.5,0
2010,1708304,1805,102.2,2,52.2,0,0.1,1650.5,0
2011,1708304,1805,102.2,0,52.2,0,0.1,1650.5,0
2012,1708304,1805,102.6,0.4,49.6,2.2,0.1,1650.5,0
2013,1708304,1805,103.2,0.6,51.2,0,0.1,1650.5,0
2014,1708304,1805,103.3,0.1,51.1,0,0.1,1650.5,0
2015,1708304,1805,103.6,0.3,50.9,0,0,1650.5,0
2016,1708304,1805,104.2,0.7,50.3,0,0,1650.5,0
2017,1708304,1805,104.8,0.6,49.7,0,0,1650.5,0
2018,1708304,1805,104.9,0.1,47,2.6,0,1650.5,0
2019,1708304,1805,104.9,0,49.6,0,0,1650.5,0
2020,1708304,1805,104.9,0,49.6,0,0,1650.5,0
2000,1709005,6450,0,,0,0,0.1,6434.6,15.9
2001,1709005,6450,0,0,0,0,0.1,6434.6,15.9
2002,1709005,6450,0,0,0,0,0.1,6434.6,15.9
2003,1709005,6450,0,0,0,0,0.1,6434.6,15.9
2004,1709005,6450,0,0,0,0,0.1,6434.6,15.9
2005,1709005,6450,0,0,0,0,0.1,6434.6,15.9
2006,1709005,6450,0,0,0,0,0.1,6434.6,15.9
2007,1709005,6450,0,0,0,0,0,6434.6,15.9
2008,1709005,6450,0,0,0,0,0,6434.6,15.9
2009,1709005,6450,0,0,0,0,0,6434.6,15.9
2010,1709005,6450,0,0,0,0,0.2,6434.6,15.9
2011,1709005,6450,0,0,0,0,0.2,6434.6,15.9
2012,1709005,6450,0,0,0,0,0.1,6434.6,15.9
2013,1709005,6450,0,0,0,0,0.2,6434.6,15.9
2014,1709005,6450,0,0,0,0,0.1,6434.6,15.9
2015,1709005,6450,0,0,0,0,0,6434.6,15.9
2016,1709005,6450,0,0,0,0,0,6434.6,15.9
2017,1709005,6450,0,0,0,0,0,6434.6,15.9
2018,1709005,6450,0,0,0,0,0,6434.6,15.9
2019,1709005,6450,0,0,0,0,0,6434.6,15.9
2020,1709005,6450,0,0,0,0,0,6434.6,15.9
2000,1709302,2278,999.9,,197.3,0,0.1,1077.7,3
2001,1709302,2278,1000.2,0.3,197,0,0.1,1077.7,3
2002,1709302,2278,1003.5,3.3,193.7,0,0.1,1077.7,3
2003,1709302,2278,1005.8,2.2,191.4,0,0.1,1077.7,3
2004,1709302,2278,1007.6,1.9,189.6,0,0.1,1077.7,3
2005,1709302,2278,1009.6,2,187.6,0,0.1,1077.7,3
2006,1709302,2278,1011.1,1.4,186.1,0,0.1,1077.7,3
2007,1709302,2278,1012.7,1.7,184.5,0,0.1,1077.7,3
2008,1709302,2278,1017.2,4.5,180,0,0.1,1077.7,3
2009,1709302,2278,1018.5,1.3,178.7,0,0.1,1077.7,3
2010,1709302,2278,1020.7,2.2,176.5,0,0.1,1077.7,3
2011,1709302,2278,1021.6,1,175.6,0,0.1,1077.7,3
2012,1709302,2278,1024.7,3,170.7,1.8,0.1,1077.7,3
2013,1709302,2278,1029.4,4.7,167.8,0,0.1,1077.7,3
2014,1709302,2278,1033.8,4.4,163.4,0,0.1,1077.7,3
2015,1709302,2278,1035.4,1.6,161.9,0,0,1077.7,3
2016,1709302,2278,1035.6,0.2,161.7,0,0,1077.7,3
2017,1709302,2278,1036.7,1.1,160.6,0,0,1077.7,3
2018,1709302,2278,1036.8,0.2,160.5,0,0,1077.7,3
2019,1709302,2278,1036.9,0.1,160.4,0,0,1077.7,3
2020,1709302,2278,1037.4,0.5,159.9,0,0,1077.7,3
2000,1709500,1843,0,,0,0,1844.6,1843.3,0
2001,1709500,1843,0,0,0,0,1844.6,1843.3,0
2002,1709500,1843,0,0,0,0,1844.6,1843.3,0
2003,1709500,1843,0,0,0,0,1844.6,1843.3,0
2004,1709500,1843,0,0,0,0,1844.6,1843.3,0
2005,1709500,1843,0,0,0,0,1844.6,1843.3,0
2006,1709500,1843,0,0,0,0,1844.6,1843.3,0
2007,1709500,1843,0,0,0,0,1844.6,1843.3,0
2008,1709500,1843,0,0,0,0,1844.5,1843.3,0
2009,1709500,1843,0,0,0,0,0,1843.3,0
2010,1709500,1843,0,0,0,0,0,1843.3,0
2011,1709500,1843,0,0,0,0,0,1843.3,0
2012,1709500,1843,0,0,0,0,0,1843.3,0
2013,1709500,1843,0,0,0,0,0,1843.3,0
2014,1709500,1843,0,0,0,0,0,1843.3,0
2015,1709500,1843,0,0,0,0,0,1843.3,0
2016,1709500,1843,0,0,0,0,0,1843.3,0
2017,1709500,1843,0,0,0,0,0,1843.3,0
2018,1709500,1843,0,0,0,0,0,1843.3,0
2019,1709500,1843,0,0,0,0,0,1843.3,0
2020,1709500,1843,0,0,0,0,0,1843.3,0
2000,1709807,818,0,,0,0,817.3,818,0
2001,1709807,818,0,0,0,0,817.3,818,0
2002,1709807,818,0,0,0,0,817.3,818,0
2003,1709807,818,0,0,0,0,817.3,818,0
2004,1709807,818,0,0,0,0,817.3,818,0
2005,1709807,818,0,0,0,0,817.3,818,0
2006,1709807,818,0,0,0,0,817.3,818,0
2007,1709807,818,0,0,0,0,817.3,818,0
2008,1709807,818,0,0,0,0,817.3,818,0
2009,1709807,818,0,0,0,0,0,818,0
2010,1709807,818,0,0,0,0,0,818,0
2011,1709807,818,0,0,0,0,0,818,0
2012,1709807,818,0,0,0,0,0,818,0
2013,1709807,818,0,0,0,0,0,818,0
2014,1709807,818,0,0,0,0,0,818,0
2015,1709807,818,0,0,0,0,0,818,0
2016,1709807,818,0,0,0,0,0,818,0
2017,1709807,818,0,0,0,0,0,818,0
2018,1709807,818,0,0,0,0,0,818,0
2019,1709807,818,0,0,0,0,0,818,0
2020,1709807,818,0,0,0,0,0,818,0
2000,1710508,3072,0,,0,0,0,3072.4,0
2001,1710508,3072,0,0,0,0,0,3072.4,0
2002,1710508,3072,0,0,0,0,0,3072.4,0
2003,1710508,3072,0,0,0,0,0,3072.4,0
2004,1710508,3072,0,0,0,0,0,3072.4,0
2005,1710508,3072,0,0,0,0,0,3072.4,0
2006,1710508,3072,0,0,0,0,0,3072.4,0
2007,1710508,3072,0,0,0,0,0,3072.4,0
2008,1710508,3072,0,0,0,0,0,3072.4,0
2009,1710508,3072,0,0,0,0,0,3072.4,0
2010,1710508,3072,0,0,0,0,0,3072.4,0
2011,1710508,3072,0,0,0,0,0,3072.4,0
2012,1710508,3072,0,0,0,0,0,3072.4,0
2013,1710508,3072,0,0,0,0,0,3072.4,0
2014,1710508,3072,0,0,0,0,0,3072.4,0
2015,1710508,3072,0,0,0,0,0,3072.4,0
2016,1710508,3072,0,0,0,0,0,3072.4,0
2017,1710508,3072,0,0,0,0,0,3072.4,0
2018,1710508,3072,0,0,0,0,0,3072.4,0
2019,1710508,3072,0,0,0,0,0,3072.4,0
2020,1710508,3072,0,0,0,0,0,3072.4,0
2000,1710706,745,321.8,,102.3,0,0,310,10.9
2001,1710706,745,325.6,3.9,98.5,0,0,310,10.9
2002,1710706,745,330.2,4.6,93.9,0,0,310,10.9
2003,1710706,745,334.2,4,89.9,0,0,310,10.9
2004,1710706,745,335.8,1.7,88.3,0,0,310,10.9
2005,1710706,745,352.1,16.2,72,0,0,310,10.9
2006,1710706,745,354.2,2.2,69.2,0.7,0,310,10.9
2007,1710706,745,354.7,0.5,63.9,5.5,0,310,10.9
2008,1710706,745,356.2,1.6,67.9,0,0,310,10.9
2009,1710706,745,358.3,2.1,65.8,0,0,310,10.9
2010,1710706,745,358.8,0.5,65.2,0,0.1,310,10.9
2011,1710706,745,361.3,2.5,62.7,0,0.1,310,10.9
2012,1710706,745,362.6,1.3,61.4,0,0.1,310,10.9
2013,1710706,745,363.2,0.6,60,0.7,0.2,310,10.9
2014,1710706,745,365,1.8,59.1,0,0,310,10.9
2015,1710706,745,366,1,58.1,0,0,310,10.9
2016,1710706,745,366.5,0.5,57.6,0,0,310,10.9
2017,1710706,745,366.8,0.3,57.3,0,0,310,10.9
2018,1710706,745,367.4,0.5,56.6,0.1,0,310,10.9
2019,1710706,745,368,0.6,56.1,0,0,310,10.9
2020,1710706,745,368.2,0.2,55.9,0,0,310,10.9
