,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
622,tm85689,Krishna Cottage,MOVIE,A group of collegians are forced to take shelter in a mysterious Krishna Cottage for the night. Little do they know that the cottage is haunted by a spirit.,2004,,124,"['thriller', 'drama', 'horror']",['IN'],,tt0408976,5.1,1153.0,2.405,5.5
625,tm368679,Madness in the Desert,MOVIE,"The story of making ""Lagaan,"" one of the millennium's seminal Indian films, is told from the point of view of production team member Satyajit Bhatkal.",2004,,141,['documentation'],['IN'],,tt0417528,8.4,373.0,1.9509999999999998,7.0
627,tm91323,I Hate Luv Storys,MOVIE,"Simran loves love stories, with her ideal job and perfect boyfriend, she lives a blissful and dreamy life. However, things are rudely interrupted by Jay's cynicism on sentimentality.",2010,PG,129,"['drama', 'romance', 'comedy']",['IN'],,tt1667838,5.6,7994.0,6.08,5.9
628,tm36636,C Kkompany,MOVIE,"Akshay Kumar is a crime reporter, Mr. Joshi is a retired accountant trying to deal with his ungrateful son and Lambodar are friends. These three share their respective plight with one another and find solace in each others company. On one occasion, they play a harmless prank to tackle their problems. One thing leads to another, and before they realize, the incident becomes news. But things don’t stop there. They put their new founded fame to good use, and this in turn triggers off a series of incidents, which propel them to such heights that the three become the talk of the nation. Things get beyond their control, and the three are left with no choice but to be mute spectators to their newly acquired fame, especially since no one knows their identity.",2008,,130,"['comedy', 'drama', 'thriller']",['IN'],,tt1170399,5.5,1115.0,2.021,5.7
629,tm52176,Welcome to Sajjanpur,MOVIE,"Mahadev (Shreyas Talpade) is an unemployed graduate with a Bachelor of Arts from Satna college, who is forced to make a living writing letters for the uneducated people of his village. His real ambition is to become a novel writer. Through his humble occupation, Mahadev has the potential to impact numerous lives. The movie is a satirical, but warm-hearted portrait of life in rural India.",2008,PG,134,"['comedy', 'drama']",['IN'],,tt1221139,6.9,3239.0,1.439,5.6
631,tm178555,I Am Kalam,MOVIE,"The film celebrates the survival of the human spirit against overwhelming odds and highlights the need for underprivileged children's education. Its a film based on former indian president A.P.J. Abdul Kalam and is aimed at inspiring the poor to educate their children. Written by DaGambit Chhotu's peasant village is ruined by drought, so his ma drops the boy with uncle Bhati, who runs a tea stand at the city outskirts. Clever Chottu, who calls himself Kalam after the self-made Indian president, soon outsmarts uncle's adult assistant and makes friends with the loneliest boy in the palace, now a hotel, a prince his age.",2010,G,88,"['comedy', 'drama', 'family']",['IN'],,tt1805263,8.0,4166.0,3.187,7.2
632,tm42831,Kyo Kii... Main Jhuth Nahin Bolta,MOVIE,"Inpired from the movie ""Liar Liar"", this movie is about a lawyer (Govinda) who lies his way through marriage and career. His wife (Sushmita Sen) falls in love with him because of his honesty and when she finds out of his dishonesty she threatens to divorce him. Their son, to avoid the divorce, wishes on a shooting star that his father should lose the ability to lie. What happens after that is an enjoyable journey.",2001,,149,"['comedy', 'action', 'drama', 'fantasy']",['IN'],,tt0297241,5.3,2196.0,2.66,5.4
634,tm254052,Kucch To Hai,MOVIE,"Indian film-makers have now come up with their very own ""I Know What You Did Last Summer', a story centering around a College Professor, who kills his wife, and hides her body in the College campus. When some students, who have been caught cheating in their exams, decide to change their marks, they break into the Professor's room, and this is where they find his wife's lifeless body. Afraid, they may get blamed for breaking and entering as well as this murder, they decide to run away, leave the city and try to forget this ever happened. Years the college friends meets at a mutual friends' wedding - and this is where they will find out that the killer of the woman is still at large, knows about them, and this time they are going to be his next victims",2003,,142,"['horror', 'thriller', 'drama', 'romance']",['IN'],,tt0348662,4.3,909.0,2.573,4.3
635,tm166293,The Blue Umbrella,MOVIE,"Young Biniya lives a poor lifestyle in a small village in the mountainous and snowy region of Himachal Pradesh in India along with her widowed mom and wrestler brother. She entertains various tourists, and while doing so with some tourists from Japan, trades in her bear-tooth amulet with a blue umbrella...",2005,,90,"['drama', 'family', 'fantasy', 'comedy']",['IN'],,tt0457802,7.3,2077.0,1.909,6.3
636,tm99450,Break Ke Baad,MOVIE,"Aaliya is not ready for commitment even after a decade-long friendship with Abhay. She remains indifferent when he follows her to Australia, but is finally shaken when he announces his marriage.",2010,,120,"['drama', 'romance', 'comedy']",['IN'],,tt1578261,5.2,4227.0,3.898,5.8
637,tm154375,Main Aurr Mrs Khanna,MOVIE,"Three people, each having different aspirations from life, are caught in a tangle of emotions and don’t know the way out. There’s a husband and wife with love eroding from their life. And there’s a single, happy-go-lucky dude who falls in love with the wife.",2009,PG,115,"['drama', 'comedy', 'romance']",['IN'],,tt1174041,3.5,3148.0,3.923,3.9
638,tm241875,Frank & Cindy,MOVIE,"Frank & Cindy is a deeply personal documentary about Frank Garcia, an '80s one-hit wonder musician, and his blonde bombshell wife Cindy, who makes him live in the basement.",2007,,73,"['documentation', 'music', 'drama']",['US'],,tt0986354,7.0,344.0,0.86,7.0
639,tm97325,Tum Milo Toh Sahi,MOVIE,Tum Milo Toh Sahi is not just a romantic comedy... it is three unique romantic stories in one.,2010,,127,"['drama', 'comedy']",['IN'],,tt1442583,5.6,522.0,1.7719999999999998,5.5
641,tm95507,Chance Pe Dance,MOVIE,"Sameer is the archetypal struggler who leaves his dad in Delhi and comes to Mumbai, chasing dreams of becoming a star in Bollywood. Does he manage to survive the bleak and grueling rounds of endless auditions, broken promises and missed chances?",2010,G,121,"['drama', 'music', 'romance', 'comedy']",['IN'],,tt1392744,4.8,2968.0,2.548,5.3
642,tm308960,Gina Yashere: Skinny B*tch,MOVIE,"Gina Yashere's performance on American TV's Last Comic Standing has led to commitments in the USA. Back in the UK for just a month, here she is on a tour doing all her best bits, new and old.",2008,,57,"['comedy', 'documentation']",['GB'],,tt1722436,6.5,84.0,1.5030000000000001,6.5
643,tm154802,Agyaat,MOVIE,"A film unit goes for a shoot deep into a forest, they settle at a place with bare minimal facilities run by a strange and quirky man called Setu.",2009,,98,"['horror', 'thriller', 'drama']",['IN'],,tt1415252,2.9,674.0,2.075,4.1
645,tm46867,Kuselan,MOVIE,"Balakrishnan and Ashok are two childhood friends who lose touch with each other. One of them goes on to become a national figure and the other, a village barber.",2008,,160,"['drama', 'family', 'comedy']",['IN'],,tt1273218,4.8,1000.0,1.91,6.3
650,tm456581,Anchor Baby,MOVIE,Anchor Baby is a tale of an illegal immigrant couple from Nigeria on a quest to create a better life for their unborn child. Their dream is to have their baby in the United States in order for the baby to become a US citizen.,2010,,95,"['documentation', 'drama', 'thriller']",['US'],,tt3296300,6.3,79.0,0.84,6.0
651,tm84316,Shootout at Lokhandwala,MOVIE,"On a calm summer day in 1991, in the bustling Lokhandwala Complex, five criminals including Maya and Dilip were counting 70 lakhs in flat no. 32 B, when 286 policemen, headed by ACP Khan, took strategic positions around their building. A gunfire ensued and the entire nation witnessed the most talked about daylight encounter lasting 6 hours that transformed suburban Mumbai into a war zone.",2007,PG-13,145,"['crime', 'action', 'history']",['IN'],,tt0811066,7.1,10139.0,5.821000000000001,6.5
654,tm352243,Interview with a Serial Killer,MOVIE,"In this jailhouse interview, Arthur Shawcross, the Genesee River Killer, shares candid details of his crimes and his surprising family bonds.",2008,PG-13,44,"['documentation', 'crime']",['US'],,tt6978288,5.9,595.0,1.5430000000000001,5.1
657,ts19384,A Lion in the House,SHOW,Five families struggle with the ups and downs of cancer treatment over the course of six years.,2006,TV-14,225,['documentation'],['US'],1.0,,,,1.271,7.5
658,tm130999,Dhoondte Reh Jaaoge,MOVIE,"Anand Pawar (Kunal Khemu) and Raj Chopra (Paresh Rawal) are perhaps the two most extreme individuals that have walked the city of Mumbai. While Anand is an idealist chartered accountant, Raj is an idle film producer.",2009,PG,135,"['comedy', 'drama']",['IN'],,tt1391544,5.6,812.0,1.7819999999999998,4.5
663,tm85369,Hattrick,MOVIE,"Despite cricket fever running wild, there are two people in India who dislike its influence over their lives. The first is Dr. Satyajit Chavan, who will not permit anyone in his home nor the hospital to view nor hear anything related to it; and the second is Kashmira, who is recently married to Sarabjeet Singh, and hates cricket as her husband is obsessed with it and has even neglected to be attentive leave alone take her for a honeymoon. Then there is Hemandra Patel, located in England for over 10 years, works as an airport Janitor, but has told everyone he is a Customs Officer, is awaiting word on his becoming a Citizen, but his fate rests with Immigration Officer, Cook, who hates all Patels, including Sardar Vallabhai Patel. Watch how the world cup influences them, and the shock that awaits Hemandra when he finds that his daughter is secretly seeing an English-African male by the name of Silver.",2007,PG,110,"['romance', 'drama', 'comedy', 'sport']",['IN'],,tt0979891,4.3,493.0,1.291,5.0
664,tm143510,Harishchandrachi Factory,MOVIE,The movie depicts efforts and struggle by Dadasaheb Falke for creating first motion picture in India - Raja Harishchandra.,2009,G,96,"['comedy', 'drama']",['IN'],,tt1524539,8.4,2464.0,1.7619999999999998,7.0
665,tm311516,Koi Aap Sa,MOVIE,"An emotional Mumbai-based football player, Rohan (Shivdasani), seeks the assistance of childhood friend, Simran (Reddy), to successfully woo fellow-collegian, Preeti (Sharma). Simran herself is about to be engaged to U.S-based Vicky (Malik). After the engagement ceremony, Vicky returns back to the U.S - not realising that back in India nothing is the same anymore...",2005,,142,"['romance', 'comedy', 'drama']",['IN'],,tt0488840,5.5,261.0,1.9169999999999998,7.3
667,tm148041,What's Your Raashee?,MOVIE,"What's Your Raashee? Yogesh Patel, a young man in a hurry. Yogesh must find his dream girl within 10 days to save his family from utter ruin. Finding the dream girl is tough enough. Finding her in a hurry is even tougher.",2009,PG-13,192,"['comedy', 'drama', 'romance']",['IN'],,tt1242530,4.8,2718.0,2.94,4.9
671,tm57586,Mission Istaanbul,MOVIE,A news reporter must uncover the secret on the 13th floor of a News Station.,2008,,125,"['action', 'drama', 'thriller']",['IN'],,tt1179781,3.4,1156.0,2.012,3.3
673,tm91125,Fida,MOVIE,Fida tells the story of Jai who one day happen to meet a young and beautiful woman called Neha and he falls in love with her at first sight.,2004,,122,"['romance', 'action', 'crime', 'drama', 'thriller']",['IN'],,tt0422236,5.4,2608.0,2.821,5.3
674,ts13411,Cocaine,SHOW,"A three-part documentary series investigating the cocaine trafficking, distribution, usage and state control.",2005,TV-14,44,"['documentation', 'european']",['US'],1.0,tt0907286,7.1,60.0,0.84,7.0
676,tm142153,Kisaan,MOVIE,A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.,2009,,100,"['thriller', 'action', 'crime', 'drama']",['IN'],,tt1372266,5.5,302.0,2.167,6.3
682,tm88343,Perazhagan,MOVIE,A hunchbacked phone booth operator loves a blind street dancer and wants to help her regain her sight. His lookalike is a constable in love with the commissioner's daughter.,2004,,148,"['thriller', 'comedy', 'drama', 'romance']",['IN'],,tt0422934,6.4,1496.0,2.778,6.6
685,ts188031,Pink Zone,SHOW,"Is the story of four friends: Natalia, Angélica, Vicky and Sara. The four of them live together and try to live together despite having their differences. They all support Natalia's dream. Natalia is a 25-year-old young woman, recently graduated from her cooking studies, who dreams of setting up her own restaurant, and wants her friends to be her partners and that her best friend Andrés also be the administrator. However, despite her dreams, Natalia has had very bad luck in her relationships. Her last boyfriend Federico was cheating on her and leaves her to marry another woman. However, she does not suspect that her best friend Andrés is secretly in love with her and tries to win her over and change her perception of men.",2007,,15,"['drama', 'romance', 'comedy']",['US'],1.0,tt11194518,6.1,47.0,0.899,10.0
689,tm1077037,Chhota Bheem & Krishna: Pataliputra- City of the Dead,MOVIE,Krishna needs Bheem's help: The ruined city of Pataliputra has been cursed! Can the friends do what it takes to bring light back into this town?,2010,G,65,['animation'],['IN'],,tt6543110,,,,
690,tm639940,Tango with Me,MOVIE,"""Tango With Me"" is a contemporary story about forgiveness about some of our core values as a people and our faith.",2010,,104,"['drama', 'family', 'romance']",['US'],,tt1686795,6.3,46.0,0.6,
691,tm404676,To and from New York,MOVIE,"While covering a story in New York City, a Seattle-based reporter uncovers a link between two missing women that changes her lead entirely. Now, with her editor breathing down her neck, she works with her friend and a local art dealer to turn in the headline of her career, a task that takes them precariously close to danger.",2006,,82,[],['US'],,,,,1.889,5.8
692,tm598375,Chhota Bheem Aur Krishna,MOVIE,"About 500 years ago, the five kingdoms around IIT Dholakpur joined together to end Kirmada`s rule. Now a mysterious force has brought him back from the dead. miss Bheem beat Kirmada & save the kingdom of IIT Dholakpur once again!",2008,G,69,"['animation', 'fantasy']",['IN'],,tt2827516,6.4,310.0,1.229,6.8
697,tm252951,Brother's Shadow,MOVIE,"Jake Groden is the black sheep of his family. Ankle deep in fish guts, he serves out his parole in Alaska. Then, after a decade of self-imposed exile, he is forced to return to his Brooklyn family. He soon discovers that his perfect brother, Michael is dead, and he begins trying to take what Michael had- a beautiful wife, adoring son, control of the family furniture business and the love of their gruff father. For Jake, the price of a new life is his identity.",2006,,91,['drama'],['US'],,tt0468458,6.1,147.0,1.6980000000000002,7.0
698,tm628693,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",MOVIE,"When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family.",2009,,121,['drama'],['IN'],,tt1935782,6.5,203.0,1.4,6.3
699,tm340006,Banyuki,MOVIE,"A story of an island country named Horai that was finally about to be integrated under one political administration. Domon DATE, an innocent man confined in a prison island. After 10 years of imprisonment, he kept his sanity by dreaming of retaliating against those who framed him up. He breaks the prison with the help of a man incarcerated in the deepest corner of the prison island. The man identified himself as Saji. His steady road to revenge was obstructed by a woman named Mikoto, the once fiancée of his. Can Domon get his revenge? Who is the man who identified himself as Saji? What are the hidden thoughts of Mikoto?",2010,,182,['drama'],['JP'],,tt1735848,7.4,15.0,1.379,
700,ts8175,Call the Midwife,SHOW,"Drama following the lives of a group of midwives working in the poverty-stricken East End of London during the 1950s, based on the best-selling memoirs of Jennifer Worth.",2012,TV-PG,56,"['drama', 'history', 'european']",['GB'],11.0,tt1983079,8.5,25562.0,24.955,7.4
701,tm170758,Hop,MOVIE,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",2011,PG,95,"['comedy', 'fantasy', 'animation', 'family']",['US'],,tt1411704,5.4,33734.0,12.008,5.7
702,tm166064,"Crazy, Stupid, Love.",MOVIE,"Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",2011,PG-13,118,"['romance', 'comedy', 'drama']",['US'],,tt1570728,7.4,507878.0,30.363000000000003,7.3
703,ts20564,New Girl,SHOW,"Jessica Day is an offbeat and adorable girl in her late 20s who, after a bad breakup, moves in with three single guys. Goofy, positive, vulnerable and honest to a fault, Jess has faith in people, even when she shouldn't. Although she's dorky and awkward, she's comfortable in her own skin. More prone to friendships with women, she's not used to hanging with the boys—especially at home.",2011,TV-14,21,"['comedy', 'romance']",['US'],7.0,tt1826940,7.7,216209.0,65.381,7.3
704,ts278,Black Mirror,SHOW,"A contemporary British re-working of The Twilight Zone with stories that tap into the collective unease about our modern world. 

Over the last ten years, technology has transformed almost every aspect of our lives before we've had time to stop and question it. In every home; on every desk; in every palm - a plasma screen; a monitor; a smartphone - a black mirror of our 21st Century existence.",2011,TV-MA,59,"['scifi', 'thriller', 'drama', 'european']",['GB'],5.0,tt2085059,8.8,515577.0,74.102,8.3
705,tm170442,Margin Call,MOVIE,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,2011,R,107,"['thriller', 'drama']",['US'],,tt1615147,7.1,125883.0,17.311,6.8
706,tm41792,Django Unchained,MOVIE,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",2012,R,165,"['western', 'drama']",['US'],,tt1853728,8.4,1472668.0,56.588,8.1
707,ts21580,Longmire,SHOW,A Wyoming sheriff rebuilds his life and career following the death of his wife. Based on the “Walt Longmire” series of mystery novels written by best-selling author Craig Johnson.,2012,TV-14,53,"['western', 'action', 'crime', 'drama']",['US'],6.0,tt1836037,8.3,34362.0,32.775999999999996,7.8
708,tm50018,Looper,MOVIE,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",2012,R,119,"['thriller', 'scifi', 'drama', 'crime', 'action']",['US'],,tt1276104,7.4,566791.0,48.347,6.9
709,ts20660,Shameless,SHOW,"Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.",2011,TV-MA,54,"['drama', 'comedy']",['US'],11.0,tt1586680,8.6,230243.0,175.426,8.1
710,ts21806,Happy Endings,SHOW,"A fresh and funny take on modern friendship and what one urban family will do to stay friends after the perfect couple who brought them all together break up on their wedding day. The failed wedding forces them all to question their life choices. Then there are Alex and Dave themselves, who strike a truce and must learn to live with the changes their breakup has brought.",2011,TV-14,21,"['comedy', 'romance']",['US'],3.0,tt2311579,7.8,37778.0,19.134,7.1
712,ts27680,Last Tango in Halifax,SHOW,"Celia and Alan are both widowed and in their seventies. When their respective grandsons put their details on Facebook, they rediscover a passionate relationship that started over sixty years ago.",2012,TV-14,59,"['comedy', 'drama', 'romance', 'european']",['GB'],5.0,tt2216156,8.3,6844.0,5.553999999999999,7.2
714,ts21599,Ink Master,SHOW,"Hosted by rock legend Dave Navarro and judged by icons of the tattoo world, Chris Núñez and Oliver Peck, a group of the country's most creative and skilled tattoo artists compete for a hundred thousand dollars and the title of Ink Master. The stakes couldn't be higher with ""living canvasses"" donating their skin to be permanently marked in this adrenalized competition elimination.",2012,TV-14,42,['reality'],['US'],13.0,tt1865740,7.4,3874.0,23.186,7.9
715,ts33338,Top Boy,SHOW,"A thrilling and raw crime drama following a gang of drug dealers in Hackney, London - an honest and gripping rendition of inner-city drug and gang culture.",2011,TV-MA,48,"['drama', 'thriller', 'crime', 'european']",['GB'],2.0,tt1830379,8.4,22420.0,18.035999999999998,7.4
716,tm166548,Warrior,MOVIE,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.",2011,PG-13,140,"['drama', 'action', 'sport']",['US'],,tt1291584,8.2,463276.0,74.092,7.8
717,ts32835,Hunter x Hunter,SHOW,"Twelve-year-old Gon Freecss one day discovers that the father he had always been told was dead was alive. His Father, Ging, is a Hunter — a member of society's elite with a license to go anywhere or do almost anything. Gon, determined to follow in his father's footsteps, decides to take the Hunter Examination and eventually find his father to prove himself as a Hunter in his own right. But on the way, he learns that there is more to becoming a Hunter than previously thought, and the challenges that he must face are considered the toughest in the world.",2011,TV-14,23,"['drama', 'action', 'comedy', 'crime', 'animation', 'documentation', 'family', 'fantasy']",['JP'],3.0,tt2098220,9.0,87857.0,117.92399999999999,8.8
719,ts17598,Arrow,SHOW,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",2012,TV-14,42,"['action', 'crime', 'drama', 'scifi']",['US'],8.0,tt2193021,7.5,425716.0,125.061,6.7
722,tm72140,Battleship,MOVIE,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",2012,PG-13,131,"['scifi', 'thriller', 'action', 'documentation']",['US'],,tt1440129,5.8,246008.0,44.04600000000001,5.8
723,tm37153,Killing Them Softly,MOVIE,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",2012,R,104,"['crime', 'thriller', 'drama']",['US'],,tt1767297,6.2,141289.0,15.681,6.0
724,tm160433,Just Go with It,MOVIE,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",2011,PG-13,117,"['romance', 'comedy']",['US'],,tt1564367,6.4,239367.0,89.01,6.6
725,tm39896,Dark Shadows,MOVIE,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,2012,PG-13,113,"['comedy', 'fantasy', 'horror']",['US'],,tt1077368,6.2,262998.0,53.36600000000001,6.0
727,tm59428,Silver Linings Playbook,MOVIE,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",2012,R,122,"['drama', 'romance', 'comedy']",['US'],,tt1045658,7.7,697481.0,26.254,7.1
728,ts20457,The Legend of Korra,SHOW,"Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself.",2012,TV-Y7,23,"['action', 'scifi', 'comedy', 'drama', 'family', 'fantasy', 'animation']",['US'],4.0,tt1695360,8.4,117464.0,63.788999999999994,8.3
729,ts20429,Sword Art Online,SHOW,"In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...",2012,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",['JP'],4.0,tt2250192,7.6,43727.0,73.783,8.3
731,tm176507,Jackass 3.5,MOVIE,"Johnny Knoxville of 'Jackass' releases unused material of stunts, tricks, antics and shenanigans shot during the production of 'Jackass 3D' that didn't make it into the film, as well as the hilarious outtakes.",2011,,85,"['action', 'comedy', 'documentation']",['US'],,,,,21.659000000000002,6.3
735,ts34087,Puella Magi Madoka Magica,SHOW,"She has a loving family and best friends, laughs and cries from time to time... Madoka Kaname, an eighth grader of Mitakihara middle school, is one of those who lives such a life. One day, she had a very magical encounter. She doesn't know if it happened by chance or by fate yet. This is a fateful encounter that can change her destiny. This is a beginning of the new story of the magical witch girls.",2011,TV-14,24,"['scifi', 'thriller', 'animation', 'drama', 'fantasy']",['JP'],1.0,tt1773185,8.3,9055.0,17.086,8.2
736,tm68272,Project X,MOVIE,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",2012,R,88,['comedy'],['US'],,tt1636826,6.6,204959.0,168.423,6.8
737,tm60844,Berserk: The Golden Age Arc I - The Egg of the King,MOVIE,"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",2012,NC-17,76,"['fantasy', 'war', 'animation', 'action', 'drama', 'horror']",['JP'],,tt2311238,7.5,12278.0,15.761,7.4
738,tm160132,Soul Surfer,MOVIE,"The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.",2011,PG,112,"['drama', 'family', 'sport']",['US'],,tt1596346,7.0,49101.0,44.641000000000005,7.1
739,ts27468,Transformers: Rescue Bots,SHOW,A team of specialized Autobots not quite ready for prime-time battles against the Decepticons is given a vital mission by Optimus Prime. The goal for the Bots is to learn about mankind and how to help others to find out what it really means to be a hero.,2012,TV-Y7,22,"['action', 'scifi', 'comedy', 'family', 'animation']",['US'],4.0,tt2139371,6.4,915.0,18.838,8.3
740,tm172716,Final Destination 5,MOVIE,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",2011,R,92,"['horror', 'thriller', 'action', 'fantasy', 'documentation', 'european']",['US'],,tt1622979,5.9,114505.0,63.748999999999995,6.0
741,tm278681,Puss in Boots,MOVIE,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",2011,PG,79,"['comedy', 'animation', 'family', 'fantasy', 'action']",['US'],,tt0448694,6.6,156144.0,41.19,6.4
742,tm40319,Savages,MOVIE,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,2012,R,131,"['thriller', 'action', 'crime', 'drama']",['US'],,tt1615065,6.4,129199.0,16.038,6.4
743,ts20556,Teen Mom 2,SHOW,"Jenelle, Chelsea, Kailyn, and Leah are four young women navigating complicated lives. It's not always easy being a young mom.",2011,TV-14,41,"['reality', 'romance', 'documentation', 'comedy']",['US'],11.0,tt1821220,4.5,28.0,24.248,6.6
744,tm173624,Hall Pass,MOVIE,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'—one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life—and themselves—are completely and hilariously out of sync with reality.",2011,R,105,"['romance', 'comedy']",['US'],,tt0480687,5.9,125098.0,27.533,5.6
745,ts9794,Comedians in Cars Getting Coffee,SHOW,"Jerry takes his comedy pals out for coffee in a selection of his classic automobiles. Larry David sums it up best when he says, 'You've finally made a show about nothing.'",2012,TV-14,20,"['comedy', 'family', 'animation']",['US'],11.0,tt2314952,8.0,12363.0,26.158,7.1
747,tm62210,Rurouni Kenshin Part I: Origins,MOVIE,"Former legendary assassin Kenshin Himura has now become a wandering samurai. Offering aid & protecting those in need as atonement for his past deeds. During this time Kenshin Himura comes across and aides Kaoru Kamiya (Emi Takei). Her father opened the Kamiya Kasshin-ryu, a kendo school located in Tokyo and Kaoru is now an instructor there. Kaoru then invites Kenshin to stay at her dojo. Their relationship develops further, but Kenshin is still haunted by his violent past...",2012,PG-13,134,"['drama', 'war', 'action', 'history']",['JP'],,tt1979319,7.4,25793.0,26.614,7.6
749,ts34151,TIGER & BUNNY,SHOW,"In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr.",2011,TV-14,26,"['scifi', 'action', 'animation', 'comedy', 'crime']",['JP'],2.0,tt2061527,7.3,998.0,14.385,7.2
750,tm178395,Hostel: Part III,MOVIE,"Set in Las Vegas, the film centers on a man who attends his best friend's bachelor party, unaware of an insidious agenda that plays into hunting humans.",2011,R,88,['horror'],['US'],,,,,31.291999999999998,5.1
